BenchTaxonName,BenchTaxonNameReferenceCode,TaxonConceptState,BiologicalCommunity,AlgalGroup,BenchTaxonProvisional,BenchTaxonHybrid,BU_ID,NADED_ID,BiodataTaxonName,BiodataCommonName,BiodataShortName,BiodataTaxonProvisional,BiodataTaxonHybrid,PublishedTaxonName,PublishedTaxonAuthority,ITIS_TSN,ITIS_MatchCode,PublishedSortOrder,PublishedTaxonLevel,ScientificName,Phylum,Subphylum,Superclass,Class,Subclass,Infraclass,Superorder,Order_,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,Variety,Form,TaxonVersionNumber
Crenophylas,"",Current,Invertebrates,"",N,N,Crenophylas sp.,"",Crenophylas,"",Creno_3965,N,N,Crenophylas,"",568764,Automated Parent Match @ Subfamily,2005370,Genus,Crenophylas,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Crenophylas,"","","","","",16.4
Crenophylas,"Morse and Holzenthal, 2008",Current,Invertebrates,"",N,N,"Crenophylas sp. sensu Morse and Holzenthal, 2008","",Crenophylas,"",Creno_3965,N,N,Crenophylas,"",568764,Automated Parent Match @ Subfamily,2005371,Genus,Crenophylas,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Crenophylas,"","","","","",16.4
Desmona,"",Current,Invertebrates,"",N,N,Desmona sp.,"",Desmona,"",Desmo_3966,N,N,Desmona,"",116023,Automated Exact Match,2005372,Genus,Desmona,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Desmona,"","","","","",16.4
Desmona,"Morse and Holzenthal, 2008",Current,Invertebrates,"",N,N,"Desmona sp. sensu Morse and Holzenthal, 2008","",Desmona,"",Desmo_3966,N,N,Desmona,"",116023,Automated Exact Match,2005373,Genus,Desmona,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Desmona,"","","","","",16.4
Desmona mono,"",Current,Invertebrates,"",N,N,Desmona mono (Denning),"",Desmona mono,"",De_mono432,N,N,Desmona mono,(Denning),605400,Automated Exact Match,2005374,Species,Desmona mono (Denning),Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Desmona,"",Desmona mono,"","","",16.4
Frenesia,"",Current,Invertebrates,"",N,N,Frenesia sp.,"",Frenesia,"",Frene_1720,N,N,Frenesia,"",116303,Automated Exact Match,2005375,Genus,Frenesia,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Frenesia,"","","","","",16.4
Frenesia,"Morse and Holzenthal, 2008",Current,Invertebrates,"",N,N,"Frenesia sp. sensu Morse and Holzenthal, 2008","",Frenesia,"",Frene_1720,N,N,Frenesia,"",116303,Automated Exact Match,2005376,Genus,Frenesia,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Frenesia,"","","","","",16.4
Glyphopsyche,"",Current,Invertebrates,"",N,N,Glyphopsyche sp.,"",Glyphopsyche,"",Glyph_3503,N,N,Glyphopsyche,"",116030,Automated Exact Match,2005377,Genus,Glyphopsyche,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Glyphopsyche,"","","","","",16.4
Glyphopsyche,"Morse and Holzenthal, 2008",Current,Invertebrates,"",N,N,"Glyphopsyche sp. sensu Morse and Holzenthal, 2008","",Glyphopsyche,"",Glyph_3503,N,N,Glyphopsyche,"",116030,Automated Exact Match,2005378,Genus,Glyphopsyche,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Glyphopsyche,"","","","","",16.4
Glyphopsyche irrorata,"",Current,Invertebrates,"",N,N,Glyphopsyche irrorata (Fabricius),"",Glyphopsyche irrorata,"",Gl_irro504,N,N,Glyphopsyche irrorata,(Fabricius),116031,Automated Exact Match,2005379,Species,Glyphopsyche irrorata (Fabricius),Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Glyphopsyche,"",Glyphopsyche irrorata,"","","",16.4
Glyphopsyche missouri,"",Current,Invertebrates,"",N,N,Glyphopsyche missouri Ross,"",Glyphopsyche missouri,"",Gl_miss594,N,N,Glyphopsyche missouri,Ross,116038,Automated Exact Match,2005380,Species,Glyphopsyche missouri Ross,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Glyphopsyche,"",Glyphopsyche missouri,"","","",16.4
Grammotaulius,"",Current,Invertebrates,"",N,N,Grammotaulius sp.,"",Grammotaulius,"",Gramm_3967,N,N,Grammotaulius,"",116309,Automated Exact Match,2005381,Genus,Grammotaulius,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Grammotaulius,"","","","","",16.4
Grammotaulius,"Morse and Holzenthal, 2008",Current,Invertebrates,"",N,N,"Grammotaulius sp. sensu Morse and Holzenthal, 2008","",Grammotaulius,"",Gramm_3967,N,N,Grammotaulius,"",116309,Automated Exact Match,2005382,Genus,Grammotaulius,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Grammotaulius,"","","","","",16.4
Grammotaulius lorettae,"",Current,Invertebrates,"",N,N,Grammotaulius lorettae Denning,"",Grammotaulius lorettae,"",Gr_lore436,N,N,Grammotaulius lorettae,Denning,116314,Automated Exact Match,2005383,Species,Grammotaulius lorettae Denning,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Grammotaulius,"",Grammotaulius lorettae,"","","",16.4
Grensia,"",Current,Invertebrates,"",N,N,Grensia sp.,"",Grensia,"",Grens_3968,N,N,Grensia,"",116295,Automated Exact Match,2005384,Genus,Grensia,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Grensia,"","","","","",16.4
Grensia,"Morse and Holzenthal, 2008",Current,Invertebrates,"",N,N,"Grensia sp. sensu Morse and Holzenthal, 2008","",Grensia,"",Grens_3968,N,N,Grensia,"",116295,Automated Exact Match,2005385,Genus,Grensia,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Grensia,"","","","","",16.4
Halesochila,"",Current,Invertebrates,"",N,N,Halesochila sp.,"",Halesochila,"",Hales_3969,N,N,Halesochila,"",116306,Automated Exact Match,2005386,Genus,Halesochila,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Halesochila,"","","","","",16.4
Halesochila,"Morse and Holzenthal, 2008",Current,Invertebrates,"",N,N,"Halesochila sp. sensu Morse and Holzenthal, 2008","",Halesochila,"",Hales_3969,N,N,Halesochila,"",116306,Automated Exact Match,2005387,Genus,Halesochila,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Halesochila,"","","","","",16.4
Halesochila taylori,"",Current,Invertebrates,"",N,N,Halesochila taylori (Banks),"",Halesochila taylori,"",Ha_tayl437,N,N,Halesochila taylori,(Banks),116307,Automated Exact Match,2005388,Species,Halesochila taylori (Banks),Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Halesochila,"",Halesochila taylori,"","","",16.4
Hesperophylax,"",Current,Invertebrates,"",N,N,Hesperophylax sp.,"",Hesperophylax,"",Hespe_1721,N,N,Hesperophylax,"",116001,Automated Exact Match,2005389,Genus,Hesperophylax,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Hesperophylax,"","","","","",16.4
Hesperophylax,"Morse and Holzenthal, 2008",Current,Invertebrates,"",N,N,"Hesperophylax sp. sensu Morse and Holzenthal, 2008","",Hesperophylax,"",Hespe_1721,N,N,Hesperophylax,"",116001,Automated Exact Match,2005390,Genus,Hesperophylax,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Hesperophylax,"","","","","",16.4
Hesperophylax designatus/occidentalis,"",Current,Invertebrates,"",Y,N,Hesperophylax designatus (Walker)/occidentalis (Banks),"",Hesperophylax designatus/occidentalis,"",Hespe_1722,Y,N,Hesperophylax,"",116001,Automated Exact Match,2005391,Genus,Hesperophylax,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Hesperophylax,"","","","","",16.4
Hesperophylax consimilis,"",Current,Invertebrates,"",N,N,Hesperophylax consimilis (Banks),"",Hesperophylax consimilis,"",He_cons723,N,N,Hesperophylax consimilis,(Banks),116011,Automated Exact Match,2005392,Species,Hesperophylax consimilis (Banks),Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Hesperophylax,"",Hesperophylax consimilis,"","","",16.4
Hesperophylax designatus,"",Current,Invertebrates,"",N,N,Hesperophylax designatus (Walker),"",Hesperophylax designatus,"",He_desi724,N,N,Hesperophylax designatus,(Walker),116008,Automated Exact Match,2005393,Species,Hesperophylax designatus (Walker),Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Hesperophylax,"",Hesperophylax designatus,"","","",16.4
Hesperophylax magnus,"",Current,Invertebrates,"",N,N,Hesperophylax magnus Banks,"",Hesperophylax magnus,"",He_magn588,N,N,Hesperophylax magnus,Banks,116004,Automated Exact Match,2005394,Species,Hesperophylax magnus Banks,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Hesperophylax,"",Hesperophylax magnus,"","","",16.4
Hesperophylax occidentalis,"",Current,Invertebrates,"",N,N,Hesperophylax occidentalis (Banks),"",Hesperophylax occidentalis,"",He_occi725,N,N,Hesperophylax occidentalis,(Banks),116006,Automated Exact Match,2005395,Species,Hesperophylax occidentalis (Banks),Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Hesperophylax,"",Hesperophylax occidentalis,"","","",16.4
Homophylax,"",Current,Invertebrates,"",N,N,Homophylax sp.,"",Homophylax,"",Homop_1726,N,N,Homophylax,"",116286,Automated Exact Match,2005396,Genus,Homophylax,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Homophylax,"","","","","",16.4
Homophylax,"Morse and Holzenthal, 2008",Current,Invertebrates,"",N,N,"Homophylax sp. sensu Morse and Holzenthal, 2008","",Homophylax,"",Homop_1726,N,N,Homophylax,"",116286,Automated Exact Match,2005397,Genus,Homophylax,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Homophylax,"","","","","",16.4
Homophylax acutus,"",Current,Invertebrates,"",N,N,Homophylax acutus Denning,"",Homophylax acutus,"",Ho_acut438,N,N,Homophylax acutus,Denning,116292,Automated Exact Match,2005398,Species,Homophylax acutus Denning,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Homophylax,"",Homophylax acutus,"","","",16.4
Homophylax auricularis,"",Current,Invertebrates,"",N,N,Homophylax auricularis Smith,"",Homophylax auricularis,"",Ho_auri439,N,N,Homophylax auricularis,Smith,605401,Automated Exact Match,2005399,Species,Homophylax auricularis Smith,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Homophylax,"",Homophylax auricularis,"","","",16.4
Hydatophylax,"",Current,Invertebrates,"",N,N,Hydatophylax sp.,"",Hydatophylax,"",Hydat_1727,N,N,Hydatophylax,"",115995,Automated Exact Match,2005400,Genus,Hydatophylax,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Integripalpia,"",Limnephiloidea,Limnephilidae,Limnephilinae,"",Hydatophylax,"","","","","",16.4
