BenchTaxonName,BenchTaxonNameReferenceCode,TaxonConceptState,BiologicalCommunity,AlgalGroup,BenchTaxonProvisional,BenchTaxonHybrid,BU_ID,NADED_ID,BiodataTaxonName,BiodataCommonName,BiodataShortName,BiodataTaxonProvisional,BiodataTaxonHybrid,PublishedTaxonName,PublishedTaxonAuthority,ITIS_TSN,ITIS_MatchCode,PublishedSortOrder,PublishedTaxonLevel,ScientificName,Phylum,Subphylum,Superclass,Class,Subclass,Infraclass,Superorder,Order_,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,Variety,Form,TaxonVersionNumber
Pelingenia vittigera,"",Retired,Invertebrates,"",N,N,Pelingenia vittigera Walsh,"",Pentagenia vittigera,"",Pe_vitt931,N,N,Pentagenia vittigera,(Walsh),101589,Automated Exact Match,2001640,Species,Pentagenia vittigera (Walsh),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Palingeniidae,"","",Pentagenia,"",Pentagenia vittigera,"","","",16.4
Pentagenia,"",Deprecated,Invertebrates,"",N,N,Pentagenia sp.,"",Pentagenia vittigera,"",Pe_vitt931,N,N,Pentagenia vittigera,(Walsh),101589,Automated Exact Match,2001641,Species,Pentagenia vittigera (Walsh),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Palingeniidae,"","",Pentagenia,"",Pentagenia vittigera,"","","",16.4
Pentagenia,"McCafferty, 1975",Deprecated,Invertebrates,"",N,N,"Pentagenia sp. sensu McCafferty, 1975","",Pentagenia vittigera,"",Pe_vitt931,N,N,Pentagenia vittigera,(Walsh),101589,Automated Exact Match,2001642,Species,Pentagenia vittigera (Walsh),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Palingeniidae,"","",Pentagenia,"",Pentagenia vittigera,"","","",16.4
Pentagenia,"Waltz and Burian, 2008",Deprecated,Invertebrates,"",N,N,"Pentagenia sp. sensu Waltz and Burian, 2008","",Pentagenia vittigera,"",Pe_vitt931,N,N,Pentagenia vittigera,(Walsh),101589,Automated Exact Match,2001643,Species,Pentagenia vittigera (Walsh),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Palingeniidae,"","",Pentagenia,"",Pentagenia vittigera,"","","",16.4
Pentagenia quadripunctata,"",Retired,Invertebrates,"",N,N,Pentagenia quadripunctata Walsh,"",Pentagenia vittigera,"",Pe_vitt931,N,N,Pentagenia vittigera,(Walsh),101589,Automated Exact Match,2001644,Species,Pentagenia vittigera (Walsh),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Palingeniidae,"","",Pentagenia,"",Pentagenia vittigera,"","","",16.4
Pentagenia vittigera,"",Current,Invertebrates,"",N,N,Pentagenia vittigera (Walsh),"",Pentagenia vittigera,"",Pe_vitt931,N,N,Pentagenia vittigera,(Walsh),101589,Automated Exact Match,2001645,Species,Pentagenia vittigera (Walsh),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Palingeniidae,"","",Pentagenia,"",Pentagenia vittigera,"","","",16.4
Pentagenia vittigera,"McCafferty, 1975",Current,Invertebrates,"",N,N,"Pentagenia vittigera (Walsh) sensu McCafferty, 1975","",Pentagenia vittigera,"",Pe_vitt931,N,N,Pentagenia vittigera,(Walsh),101589,Automated Exact Match,2001646,Species,Pentagenia vittigera (Walsh),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Palingeniidae,"","",Pentagenia,"",Pentagenia vittigera,"","","",16.4
Pentagenia vittigera,"Waltz and Burian, 2008",Current,Invertebrates,"",N,N,"Pentagenia vittigera (Walsh) sensu Waltz and Burian, 2008","",Pentagenia vittigera,"",Pe_vitt931,N,N,Pentagenia vittigera,(Walsh),101589,Automated Exact Match,2001647,Species,Pentagenia vittigera (Walsh),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Palingeniidae,"","",Pentagenia,"",Pentagenia vittigera,"","","",16.4
Polymitarcyidae,"",Current,Invertebrates,"",N,N,Polymitarcyidae,"",Polymitarcyidae,"",Polym_473,N,N,Polymitarcyidae,"",101569,Automated Exact Match,2001648,Family,Polymitarcyidae,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","","","","","","","",16.4
Polymitarcyidae,"Waltz and Burian, 2008",Current,Invertebrates,"",N,N,"Polymitarcyidae sensu Waltz and Burian, 2008","",Polymitarcyidae,"",Polym_473,N,N,Polymitarcyidae,"",101569,Automated Exact Match,2001649,Family,Polymitarcyidae,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","","","","","","","",16.4
Campsurus,"",Current,Invertebrates,"",N,N,Campsurus sp.,"",Campsurus,"",Camps_3935,N,N,Campsurus,"",101573,Automated Exact Match,2001650,Genus,Campsurus,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Campsurus,"","","","","",16.4
Campsurus,"Waltz and Burian, 2008",Current,Invertebrates,"",N,N,"Campsurus sp. sensu Waltz and Burian, 2008","",Campsurus,"",Camps_3935,N,N,Campsurus,"",101573,Automated Exact Match,2001651,Genus,Campsurus,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Campsurus,"","","","","",16.4
Campsurus decoloratus,"",Current,Invertebrates,"",N,N,Campsurus decoloratus (Hagen),"",Campsurus decoloratus,"",Ca_deco301,N,N,Campsurus decoloratus,(Hagen),101575,Automated Exact Match,2001652,Species,Campsurus decoloratus (Hagen),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Campsurus,"",Campsurus decoloratus,"","","",16.4
Campsurus decoloratus,"McCafferty, 1975",Current,Invertebrates,"",N,N,"Campsurus decoloratus (Hagen) sensu McCafferty, 1975","",Campsurus decoloratus,"",Ca_deco301,N,N,Campsurus decoloratus,(Hagen),101575,Automated Exact Match,2001653,Species,Campsurus decoloratus (Hagen),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Campsurus,"",Campsurus decoloratus,"","","",16.4
Hexagenia decolorata,"",Retired,Invertebrates,"",N,N,Hexagenia decolorata (Hagen),"",Campsurus decoloratus,"",Ca_deco301,N,N,Campsurus decoloratus,(Hagen),101575,Automated Exact Match,2001654,Species,Campsurus decoloratus (Hagen),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Campsurus,"",Campsurus decoloratus,"","","",16.4
Palingenia decolorata,"",Retired,Invertebrates,"",N,N,Palingenia decolorata Hagen,"",Campsurus decoloratus,"",Ca_deco301,N,N,Campsurus decoloratus,(Hagen),101575,Automated Exact Match,2001655,Species,Campsurus decoloratus (Hagen),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Campsurus,"",Campsurus decoloratus,"","","",16.4
Ephoron,"",Current,Invertebrates,"",N,N,Ephoron sp.,"",Ephoron,"",Ephor_474,N,N,Ephoron,"",101570,Automated Exact Match,2001656,Genus,Ephoron,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Ephoron,"","","","","",16.4
Ephoron,"Waltz and Burian, 2008",Current,Invertebrates,"",N,N,"Ephoron sp. sensu Waltz and Burian, 2008","",Ephoron,"",Ephor_474,N,N,Ephoron,"",101570,Automated Exact Match,2001657,Genus,Ephoron,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Ephoron,"","","","","",16.4
Ephoron cf. album,"",Current,Invertebrates,"",Y,N,Ephoron cf. album (Say),"",Ephoron,"",Ephor_474,N,N,Ephoron,"",101570,Automated Exact Match,2001658,Genus,Ephoron,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Ephoron,"","","","","",16.4
Ephoron sp. nr. album,"",Current,Invertebrates,"",Y,N,Ephoron sp. nr. album (Say),"",Ephoron,"",Ephor_474,N,N,Ephoron,"",101570,Automated Exact Match,2001659,Genus,Ephoron,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Ephoron,"","","","","",16.4
Ephoron album,"",Current,Invertebrates,"",N,N,Ephoron album (Say),"",Ephoron album,"",Ep_albu476,N,N,Ephoron album,(Say),101571,Automated Exact Match,2001660,Species,Ephoron album (Say),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Ephoron,"",Ephoron album,"","","",16.4
Ephoron album,"McCafferty, 1975",Current,Invertebrates,"",N,N,"Ephoron album (Say) sensu McCafferty, 1975","",Ephoron album,"",Ep_albu476,N,N,Ephoron album,(Say),101571,Automated Exact Match,2001661,Species,Ephoron album (Say),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Ephoron,"",Ephoron album,"","","",16.4
Palingenia alba,"",Retired,Invertebrates,"",N,N,Palingenia alba (Say),"",Ephoron album,"",Ep_albu476,N,N,Ephoron album,(Say),101571,Automated Exact Match,2001662,Species,Ephoron album (Say),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Ephoron,"",Ephoron album,"","","",16.4
Polymitarcys albus,"",Retired,Invertebrates,"",N,N,Polymitarcys albus (Say),"",Ephoron album,"",Ep_albu476,N,N,Ephoron album,(Say),101571,Automated Exact Match,2001663,Species,Ephoron album (Say),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Ephoron,"",Ephoron album,"","","",16.4
Ephoron leukon,"",Current,Invertebrates,"",N,N,Ephoron leukon Williamson,"",Ephoron leukon,"",Ep_leuk477,N,N,Ephoron leukon,Williamson,101572,Automated Exact Match,2001664,Species,Ephoron leukon Williamson,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Ephoron,"",Ephoron leukon,"","","",16.4
Ephoron leukon,"McCafferty, 1975",Current,Invertebrates,"",N,N,"Ephoron leukon Williamson sensu McCafferty, 1975","",Ephoron leukon,"",Ep_leuk477,N,N,Ephoron leukon,Williamson,101572,Automated Exact Match,2001665,Species,Ephoron leukon Williamson,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Ephoron,"",Ephoron leukon,"","","",16.4
Tortopus,"",Current,Invertebrates,"",N,N,Tortopus sp.,"",Tortopus,"",Torto_478,N,N,Tortopus,"",101579,Automated Exact Match,2001666,Genus,Tortopus,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Tortopus,"","","","","",16.4
Tortopus,"Waltz and Burian, 2008",Current,Invertebrates,"",N,N,"Tortopus sp. sensu Waltz and Burian, 2008","",Tortopus,"",Torto_478,N,N,Tortopus,"",101579,Automated Exact Match,2001667,Genus,Tortopus,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Tortopus,"","","","","",16.4
Tortopus primus,"",Current,Invertebrates,"",N,N,Tortopus primus (McDunnough),"",Tortopus primus,"",To_prim479,N,N,Tortopus primus,(McDunnough),101582,Automated Exact Match,2001668,Species,Tortopus primus (McDunnough),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Tortopus,"",Tortopus primus,"","","",16.4
Tortopus primus,"McCafferty, 1975",Current,Invertebrates,"",N,N,"Tortopus primus (McDunnough) sensu McCafferty, 1975","",Tortopus primus,"",To_prim479,N,N,Tortopus primus,(McDunnough),101582,Automated Exact Match,2001669,Species,Tortopus primus (McDunnough),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Polymitarcyidae,"","",Tortopus,"",Tortopus primus,"","","",16.4
Potamanthidae,"",Current,Invertebrates,"",N,N,Potamanthidae,"",Potamanthidae,"",Potam_480,N,N,Potamanthidae,"",101509,Automated Exact Match,2001670,Family,Potamanthidae,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Potamanthidae,"","","","","","","","",16.4
Potamanthidae,"Waltz and Burian, 2008",Current,Invertebrates,"",N,N,"Potamanthidae sensu Waltz and Burian, 2008","",Potamanthidae,"",Potam_480,N,N,Potamanthidae,"",101509,Automated Exact Match,2001671,Family,Potamanthidae,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Potamanthidae,"","","","","","","","",16.4
Anthopotamus,"",Current,Invertebrates,"",N,N,Anthopotamus sp.,"",Anthopotamus,"",Antho_481,N,N,Anthopotamus,"",568559,Automated Exact Match,2001672,Genus,Anthopotamus,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Potamanthidae,"","",Anthopotamus,"","","","","",16.4
Anthopotamus,"Waltz and Burian, 2008",Current,Invertebrates,"",N,N,"Anthopotamus sp. sensu Waltz and Burian, 2008","",Anthopotamus,"",Antho_481,N,N,Anthopotamus,"",568559,Automated Exact Match,2001673,Genus,Anthopotamus,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Potamanthidae,"","",Anthopotamus,"","","","","",16.4
Anthopotamus distinctus,"",Current,Invertebrates,"",N,N,Anthopotamus distinctus (Traver),"",Anthopotamus distinctus,"",An_dist482,N,N,Anthopotamus distinctus,(Traver),609659,Automated Exact Match,2001674,Species,Anthopotamus distinctus (Traver),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Potamanthidae,"","",Anthopotamus,"",Anthopotamus distinctus,"","","",16.4
Anthopotamus distinctus,"McCafferty, 1975",Current,Invertebrates,"",N,N,"Anthopotamus distinctus (Traver) sensu McCafferty, 1975","",Anthopotamus distinctus,"",An_dist482,N,N,Anthopotamus distinctus,(Traver),609659,Automated Exact Match,2001675,Species,Anthopotamus distinctus (Traver),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Potamanthidae,"","",Anthopotamus,"",Anthopotamus distinctus,"","","",16.4
Potamanthus distinctus,"",Retired,Invertebrates,"",N,N,Potamanthus distinctus Traver,"",Anthopotamus distinctus,"",An_dist482,N,N,Anthopotamus distinctus,(Traver),609659,Automated Exact Match,2001676,Species,Anthopotamus distinctus (Traver),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Potamanthidae,"","",Anthopotamus,"",Anthopotamus distinctus,"","","",16.4
Anthopotamus inequalis,"",Retired,Invertebrates,"",N,N,Anthopotamus inequalis (Needham),"",Anthopotamus myops,"",An_myop483,N,N,Anthopotamus myops,(Walsh),609660,Automated Exact Match,2001677,Species,Anthopotamus myops (Walsh),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Potamanthidae,"","",Anthopotamus,"",Anthopotamus myops,"","","",16.4
Anthopotamus myops,"",Current,Invertebrates,"",N,N,Anthopotamus myops (Walsh),"",Anthopotamus myops,"",An_myop483,N,N,Anthopotamus myops,(Walsh),609660,Automated Exact Match,2001678,Species,Anthopotamus myops (Walsh),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Potamanthidae,"","",Anthopotamus,"",Anthopotamus myops,"","","",16.4
Anthopotamus myops,"McCafferty, 1975",Current,Invertebrates,"",N,N,"Anthopotamus myops (Walsh) sensu McCafferty, 1975","",Anthopotamus myops,"",An_myop483,N,N,Anthopotamus myops,(Walsh),609660,Automated Exact Match,2001679,Species,Anthopotamus myops (Walsh),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Potamanthidae,"","",Anthopotamus,"",Anthopotamus myops,"","","",16.4
Anthopotamus rufous,"",Retired,Invertebrates,"",N,N,Anthopotamus rufous (Argo),"",Anthopotamus myops,"",An_myop483,N,N,Anthopotamus myops,(Walsh),609660,Automated Exact Match,2001680,Species,Anthopotamus myops (Walsh),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Potamanthidae,"","",Anthopotamus,"",Anthopotamus myops,"","","",16.4
Potamanthus myops,"",Retired,Invertebrates,"",N,N,Potamanthus myops (Walsh),"",Anthopotamus myops,"",An_myop483,N,N,Anthopotamus myops,(Walsh),609660,Automated Exact Match,2001681,Species,Anthopotamus myops (Walsh),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Potamanthidae,"","",Anthopotamus,"",Anthopotamus myops,"","","",16.4
Potamanthus rufous,"",Retired,Invertebrates,"",N,N,Potamanthus rufous Argo,"",Anthopotamus myops,"",An_myop483,N,N,Anthopotamus myops,(Walsh),609660,Automated Exact Match,2001682,Species,Anthopotamus myops (Walsh),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Potamanthidae,"","",Anthopotamus,"",Anthopotamus myops,"","","",16.4
Potamanthus rufus,"",Retired,Invertebrates,"",N,N,Potamanthus rufus Argo,"",Anthopotamus myops,"",An_myop483,N,N,Anthopotamus myops,(Walsh),609660,Automated Exact Match,2001683,Species,Anthopotamus myops (Walsh),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Potamanthidae,"","",Anthopotamus,"",Anthopotamus myops,"","","",16.4
Anthopotamus neglectus,"",Current,Invertebrates,"",N,N,Anthopotamus neglectus (Traver),"",Anthopotamus neglectus,"",An_negl484,N,N,Anthopotamus neglectus,(Traver),609661,Automated Exact Match,2001684,Species,Anthopotamus neglectus (Traver),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Potamanthidae,"","",Anthopotamus,"",Anthopotamus neglectus,"","","",16.4
Anthopotamus neglectus,"McCafferty, 1975",Current,Invertebrates,"",N,N,"Anthopotamus neglectus (Traver) sensu McCafferty, 1975","",Anthopotamus neglectus,"",An_negl484,N,N,Anthopotamus neglectus,(Traver),609661,Automated Exact Match,2001685,Species,Anthopotamus neglectus (Traver),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Potamanthidae,"","",Anthopotamus,"",Anthopotamus neglectus,"","","",16.4
Anthopotamus verticis,"",Current,Invertebrates,"",N,N,Anthopotamus verticis (Say),"",Anthopotamus verticis,"",An_vert485,N,N,Anthopotamus verticis,(Say),609662,Automated Exact Match,2001686,Species,Anthopotamus verticis (Say),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Potamanthidae,"","",Anthopotamus,"",Anthopotamus verticis,"","","",16.4
Anthopotamus verticis,"McCafferty, 1975",Current,Invertebrates,"",N,N,"Anthopotamus verticis (Say) sensu McCafferty, 1975","",Anthopotamus verticis,"",An_vert485,N,N,Anthopotamus verticis,(Say),609662,Automated Exact Match,2001687,Species,Anthopotamus verticis (Say),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Scapphodonta,"",Potamanthidae,"","",Anthopotamus,"",Anthopotamus verticis,"","","",16.4
Pannota,"",Current,Invertebrates,"",N,N,Pannota,"",Pannota,"",Pannota_86,N,N,Pannota,"",609505,Automated Exact Match,2001688,Infraorder,Pannota,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,"","","","","","","","","","",16.4
Caenoidea,"",Current,Invertebrates,"",N,N,Caenoidea,"",Caenoidea,"",Caenoid_87,N,N,Caenoidea,"",101459,Automated Exact Match,2001689,Superfamily,Caenoidea,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,"","","","","","","","","",16.4
Caenidae,"",Current,Invertebrates,"",N,N,Caenidae,"",Caenidae,"",Caeni_488,N,N,Caenidae,"",101467,Automated Exact Match,2001690,Family,Caenidae,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","","","","","","","",16.4
Caenidae,"Waltz and Burian, 2008",Current,Invertebrates,"",N,N,"Caenidae sensu Waltz and Burian, 2008","",Caenidae,"",Caeni_488,N,N,Caenidae,"",101467,Automated Exact Match,2001691,Family,Caenidae,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","","","","","","","",16.4
Cercobrachys,"Waltz and Burian, 2008",Current,Invertebrates,"",N,N,"Cercobrachys sp. sensu Waltz and Burian, 2008","",Caenidae,"",Caeni_488,N,N,Caenidae,"",101467,Automated Exact Match,2001692,Family,Caenidae,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","","","","","","","",16.4
Amercaenis,"",Current,Invertebrates,"",N,N,Amercaenis sp.,"",Amercaenis,"","",N,N,Amercaenis,"Provonsha and McCafferty, 1985",568555,exact match,2001693,Genus,"Amercaenis Provonsha and McCafferty, 1985",Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Amercaenis,"","","","","",16.4
Amercaenis,"Waltz and Burian, 2008",Current,Invertebrates,"",N,N,"Amercaenis sp. sensu Waltz and Burian, 2008","",Amercaenis,"","",N,N,Amercaenis,"Provonsha and McCafferty, 1985",568555,exact match,2001694,Genus,"Amercaenis Provonsha and McCafferty, 1985",Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Amercaenis,"","","","","",16.4
Amercaenis ridens,"",Current,Invertebrates,"",N,N,Amercaenis ridens (McDunnough),"",Amercaenis ridens,"",Am_ride490,N,N,Amercaenis ridens,(McDunnough),568623,Automated Exact Match,2001695,Species,Amercaenis ridens (McDunnough),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Amercaenis,"",Amercaenis ridens,"","","",16.4
Caenis ridens,"",Retired,Invertebrates,"",N,N,Caenis ridens McDunnough,"",Amercaenis ridens,"",Am_ride490,N,N,Amercaenis ridens,(McDunnough),568623,Automated Exact Match,2001696,Species,Amercaenis ridens (McDunnough),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Amercaenis,"",Amercaenis ridens,"","","",16.4
Brachycercus,"",Retired,Invertebrates,"",N,N,Brachycercus sp.,"",Brachycercus,"",Brach_491,N,N,Brachycercus,"",101468,Automated Exact Match,2001697,Genus,Brachycercus,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Brachycercus,"","","","","",16.4
Brachycercus,"Sun and McCafferty, 2008",Current,Invertebrates,"",N,N,"Brachycercus sp. sensu Sun and McCafferty, 2008","",Brachycercus,"",Brach_491,N,N,Brachycercus,"",101468,Automated Exact Match,2001698,Genus,Brachycercus,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Brachycercus,"","","","","",16.4
Brachycercus berneri,"",Current,Invertebrates,"",N,N,Brachycercus berneri Soldán,"",Brachycercus berneri,"","",N,N,Brachycercus berneri,"Soldán, 1986",609588,exact match,2001699,Species,"Brachycercus berneri Soldán, 1986",Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Brachycercus,"",Brachycercus berneri,"","","",16.4
Brachycercus floridicola,"",Retired,Invertebrates,"",N,N,Brachycercus floridicola Soldán,"",Brachycercus berneri,"","",N,N,Brachycercus berneri,"Soldán, 1986",609588,exact match,2001700,Species,"Brachycercus berneri Soldán, 1986",Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Brachycercus,"",Brachycercus berneri,"","","",16.4
Brachycercus arcticus,"",Retired,Invertebrates,"",N,N,Brachycercus arcticus Soldán,"",Brachycercus harrisella,"",Br_harr688,N,N,Brachycercus harrisella,Curtis,101469,Automated Exact Match,2001701,Species,Brachycercus harrisella Curtis,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Brachycercus,"",Brachycercus harrisella,"","","",16.4
Brachycercus edmundsi,"",Retired,Invertebrates,"",N,N,Brachycercus edmundsi Soldán,"",Brachycercus harrisella,"",Br_harr688,N,N,Brachycercus harrisella,Curtis,101469,Automated Exact Match,2001702,Species,Brachycercus harrisella Curtis,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Brachycercus,"",Brachycercus harrisella,"","","",16.4
Brachycercus harrisella,"",Current,Invertebrates,"",N,N,Brachycercus harrisella Curtis,"",Brachycercus harrisella,"",Br_harr688,N,N,Brachycercus harrisella,Curtis,101469,Automated Exact Match,2001703,Species,Brachycercus harrisella Curtis,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Brachycercus,"",Brachycercus harrisella,"","","",16.4
